Input for MX Roads 
Generated on 06-Nov-06 11:27:28 PM

Northing          	Easting           	Elevation         	Layer             	Sequence ID       
       3.487	       5.985	       2.300	1	3413
       3.774	       5.231	       2.300	1	3415
       4.437	       8.228	       3.390	1	3416
       2.214	       8.694	       4.670	1	3417
       1.802	       5.697	       3.390	1	3418
       3.774	       5.231	       2.300	1	3419
       2.591	       6.415	       3.390	1	3421
       3.415	       6.164	       3.390	1	3422
       2.680	       7.815	       3.390	1	3424
       3.630	       7.492	       3.390	1	3425
       3.720	       4.962	       2.300	1	3427
       4.383	       7.958	       3.390	1	3428
       2.160	       8.425	       4.670	1	3429
       1.748	       5.428	       3.390	1	3430
       3.720	       4.962	       2.300	1	3431
       2.537	       6.146	       3.390	1	3433
       3.362	       5.895	       3.390	1	3434
       2.626	       7.546	       3.390	1	3436
       3.577	       7.223	       3.390	1	3437
       3.397	       4.657	       2.300	1	3439
       4.061	       7.653	       3.390	1	3440
       1.838	       8.120	       4.670	1	3441
       1.425	       5.123	       3.390	1	3442
       3.397	       4.657	       2.300	1	3443
       2.214	       5.841	       3.390	1	3445
       3.039	       5.590	       3.390	1	3446
       2.304	       7.241	       3.390	1	3448
       3.254	       6.918	       3.390	1	3449
       3.164	       4.549	       2.300	1	3451
       3.828	       7.546	       3.390	1	3452
       1.605	       8.012	       4.670	1	3453
       1.192	       5.016	       3.390	1	3454
       3.164	       4.549	       2.300	1	3455
       1.981	       5.733	       3.390	1	3457
       2.806	       5.482	       3.390	1	3458
       2.071	       7.133	       3.390	1	3460
       3.021	       6.810	       3.390	1	3461
       2.860	       4.531	       2.300	1	3463
       3.523	       7.528	       3.390	1	3464
       1.300	       7.994	       4.670	1	3465
       0.887	       4.998	       3.390	1	3466
       2.860	       4.531	       2.300	1	3467
       1.676	       5.715	       3.390	1	3469
       2.501	       5.464	       3.390	1	3470
       1.766	       7.115	       3.390	1	3472
       2.716	       6.792	       3.390	1	3473
       2.680	       4.531	       2.300	1	3475
       3.344	       7.528	       3.390	1	3476
       1.121	       7.994	       4.670	1	3477
       0.708	       4.998	       3.390	1	3478
       2.680	       4.531	       2.300	1	3479
       1.497	       5.715	       3.390	1	3481
       2.322	       5.464	       3.390	1	3482
       1.587	       7.115	       3.390	1	3484
       2.537	       6.792	       3.390	1	3485
       2.447	       4.531	       2.300	1	3487
       3.111	       7.528	       3.390	1	3488
       0.887	       7.994	       4.670	1	3489
       0.475	       4.998	       3.390	1	3490
       2.447	       4.531	       2.300	1	3491
       1.264	       5.715	       3.390	1	3493
       2.089	       5.464	       3.390	1	3494
       1.354	       7.115	       3.390	1	3496
       2.304	       6.792	       3.390	1	3497
       2.214	       4.567	       2.300	1	3499
       2.877	       7.564	       3.390	1	3500
       0.654	       8.030	       4.670	1	3501
       0.242	       5.033	       3.390	1	3502
       2.214	       4.567	       2.300	1	3503
       1.031	       5.751	       3.390	1	3505
       1.856	       5.500	       3.390	1	3506
       1.121	       7.151	       3.390	1	3508
       2.071	       6.828	       3.390	1	3509
       2.214	       4.908	       2.300	1	3511
       2.877	       7.905	       3.390	1	3512
       0.654	       8.371	       4.670	1	3513
       0.242	       5.374	       3.390	1	3514
       2.214	       4.908	       2.300	1	3515
       1.031	       6.092	       3.390	1	3517
       1.856	       5.841	       3.390	1	3518
       1.121	       7.492	       3.390	1	3520
       2.071	       7.169	       3.390	1	3521
       2.142	       4.962	       2.300	1	3523
       2.806	       7.958	       3.390	1	3524
       0.583	       8.425	       4.670	1	3525
       0.170	       5.428	       3.390	1	3526
       2.142	       4.962	       2.300	1	3527
       0.959	       6.146	       3.390	1	3529
       1.784	       5.895	       3.390	1	3530
       1.049	       7.546	       3.390	1	3532
       1.999	       7.223	       3.390	1	3533
       1.838	       4.962	       2.300	1	3535
       2.501	       7.958	       3.390	1	3536
       0.278	       8.425	       4.670	1	3537
      -0.134	       5.428	       3.390	1	3538
       1.838	       4.962	       2.300	1	3539
       0.654	       6.146	       3.390	1	3541
       1.479	       5.895	       3.390	1	3542
       0.744	       7.546	       3.390	1	3544
       1.694	       7.223	       3.390	1	3545
       1.748	       4.908	       2.300	1	3547
       2.411	       7.905	       3.390	1	3548
       0.188	       8.371	       4.670	1	3549
      -0.224	       5.374	       3.390	1	3550
       1.748	       4.908	       2.300	1	3551
       0.565	       6.092	       3.390	1	3553
       1.389	       5.841	       3.390	1	3554
       0.654	       7.492	       3.390	1	3556
       1.605	       7.169	       3.390	1	3557
       1.730	       4.728	       2.300	1	3559
       2.393	       7.725	       3.390	1	3560
       0.170	       8.192	       4.670	1	3561
      -0.242	       5.195	       3.390	1	3562
       1.730	       4.728	       2.300	1	3563
       0.547	       5.913	       3.390	1	3565
       1.372	       5.662	       3.390	1	3566
       0.636	       7.312	       3.390	1	3568
       1.587	       6.989	       3.390	1	3569
       2.483	       6.774	       2.300	1	3571
       3.146	       9.771	       3.390	1	3572
       0.923	      10.237	       4.670	1	3573
       0.511	       7.241	       3.390	1	3574
       2.483	       6.774	       2.300	1	3575
       1.389	       9.358	       3.390	1	3577
       2.340	       9.035	       3.390	1	3578
       1.300	       7.958	       3.390	1	3580
       2.125	       7.707	       3.390	1	3581
       2.949	       7.905	       2.300	1	3583
       3.613	      10.901	       3.390	1	3584
       1.389	      11.368	       4.670	1	3585
       0.977	       8.371	       3.390	1	3586
       2.949	       7.905	       2.300	1	3587
       1.766	       9.089	       3.390	1	3589
       2.591	       8.838	       3.390	1	3590
       1.856	      10.489	       3.390	1	3592
       2.806	      10.166	       3.390	1	3593
       3.146	       7.851	       2.300	1	3595
       3.810	      10.848	       3.390	1	3596
       1.587	      11.314	       4.670	1	3597
       1.174	       8.317	       3.390	1	3598
       3.146	       7.851	       2.300	1	3599
       1.963	       9.035	       3.390	1	3601
       2.788	       8.784	       3.390	1	3602
       2.053	      10.435	       3.390	1	3604
       3.003	      10.112	       3.390	1	3605
       3.290	       7.617	       2.300	1	3607
       3.953	      10.614	       3.390	1	3608
       1.730	      11.081	       4.670	1	3609
       1.318	       8.084	       3.390	1	3610
       3.290	       7.617	       2.300	1	3611
       2.107	       8.802	       3.390	1	3613
       2.931	       8.551	       3.390	1	3614
       2.196	      10.201	       3.390	1	3616
       3.146	       9.878	       3.390	1	3617
       3.397	       5.931	       2.300	1	3619
       4.061	       8.927	       3.390	1	3620
       1.838	       9.394	       4.670	1	3621
       1.425	       6.397	       3.390	1	3622
       3.397	       5.931	       2.300	1	3623
       2.214	       7.115	       3.390	1	3625
       3.039	       6.864	       3.390	1	3626
       2.304	       8.515	       3.390	1	3628
       3.254	       8.192	       3.390	1	3629
       3.864	       7.061	       2.300	1	3631
       4.527	      10.058	       3.390	1	3632
       2.304	      10.525	       4.670	1	3633
       1.891	       7.528	       3.390	1	3634
       3.864	       7.061	       2.300	1	3635
       2.680	       8.246	       3.390	1	3637
       3.505	       7.994	       3.390	1	3638
       2.770	       9.645	       3.390	1	3640
       3.720	       9.322	       3.390	1	3641
       3.397	       5.931	       2.300	1	3643
       4.061	       8.927	       3.390	1	3644
       1.838	       9.394	       4.670	1	3645
       1.425	       6.397	       3.390	1	3646
       3.397	       5.931	       2.300	1	3647
       3.397	       5.931	       2.300	1	3649
       4.061	       8.927	       3.390	1	3650
       1.838	       9.394	       4.670	1	3651
       1.425	       6.397	       3.390	1	3652
       3.397	       5.931	       2.300	1	3653
       3.684	       5.177	       2.300	1	3655
       4.348	       8.174	       3.390	1	3656
       2.125	       8.640	       4.670	1	3657
       1.712	       5.644	       3.390	1	3658
       3.684	       5.177	       2.300	1	3659
       2.501	       6.361	       3.390	1	3661
       3.326	       6.110	       3.390	1	3662
       2.591	       7.761	       3.390	1	3664
       3.541	       7.438	       3.390	1	3665
       3.630	       4.908	       2.300	1	3667
       4.294	       7.905	       3.390	1	3668
       2.071	       8.371	       4.670	1	3669
       1.658	       5.374	       3.390	1	3670
       3.630	       4.908	       2.300	1	3671
       2.447	       6.092	       3.390	1	3673
       3.272	       5.841	       3.390	1	3674
       2.537	       7.492	       3.390	1	3676
       3.487	       7.169	       3.390	1	3677
       3.308	       4.603	       2.300	1	3679
       3.971	       7.600	       3.390	1	3680
       1.748	       8.066	       4.670	1	3681
       1.336	       5.069	       3.390	1	3682
       3.308	       4.603	       2.300	1	3683
       2.125	       5.787	       3.390	1	3685
       2.949	       5.536	       3.390	1	3686
       2.214	       7.187	       3.390	1	3688
       3.164	       6.864	       3.390	1	3689
       3.075	       4.495	       2.300	1	3691
       3.738	       7.492	       3.390	1	3692
       1.515	       7.958	       4.670	1	3693
       1.103	       4.962	       3.390	1	3694
       3.075	       4.495	       2.300	1	3695
       1.891	       5.679	       3.390	1	3697
       2.716	       5.428	       3.390	1	3698
       1.981	       7.079	       3.390	1	3700
       2.931	       6.756	       3.390	1	3701
       2.770	       4.477	       2.300	1	3703
       3.433	       7.474	       3.390	1	3704
       1.210	       7.940	       4.670	1	3705
       0.798	       4.944	       3.390	1	3706
       2.770	       4.477	       2.300	1	3707
       1.587	       5.662	       3.390	1	3709
       2.411	       5.410	       3.390	1	3710
       1.676	       7.061	       3.390	1	3712
       2.626	       6.738	       3.390	1	3713
       2.591	       4.477	       2.300	1	3715
       3.254	       7.474	       3.390	1	3716
       1.031	       7.940	       4.670	1	3717
       0.619	       4.944	       3.390	1	3718
       2.591	       4.477	       2.300	1	3719
       1.407	       5.662	       3.390	1	3721
       2.232	       5.410	       3.390	1	3722
       1.497	       7.061	       3.390	1	3724
       2.447	       6.738	       3.390	1	3725
       2.358	       4.477	       2.300	1	3727
       3.021	       7.474	       3.390	1	3728
       0.798	       7.940	       4.670	1	3729
       0.385	       4.944	       3.390	1	3730
       2.358	       4.477	       2.300	1	3731
       1.174	       5.662	       3.390	1	3733
       1.999	       5.410	       3.390	1	3734
       1.264	       7.061	       3.390	1	3736
       2.214	       6.738	       3.390	1	3737
       2.125	       4.513	       2.300	1	3739
       2.788	       7.510	       3.390	1	3740
       0.565	       7.976	       4.670	1	3741
       0.152	       4.980	       3.390	1	3742
       2.125	       4.513	       2.300	1	3743
       0.941	       5.697	       3.390	1	3745
       1.766	       5.446	       3.390	1	3746
       1.031	       7.097	       3.390	1	3748
       1.981	       6.774	       3.390	1	3749
       2.125	       4.854	       2.300	1	3751
       2.788	       7.851	       3.390	1	3752
       0.565	       8.317	       4.670	1	3753
       0.152	       5.321	       3.390	1	3754
       2.125	       4.854	       2.300	1	3755
       0.941	       6.038	       3.390	1	3757
       1.766	       5.787	       3.390	1	3758
       1.031	       7.438	       3.390	1	3760
       1.981	       7.115	       3.390	1	3761
       2.053	       4.908	       2.300	1	3763
       2.716	       7.905	       3.390	1	3764
       0.493	       8.371	       4.670	1	3765
       0.081	       5.374	       3.390	1	3766
       2.053	       4.908	       2.300	1	3767
       0.870	       6.092	       3.390	1	3769
       1.694	       5.841	       3.390	1	3770
       0.959	       7.492	       3.390	1	3772
       1.909	       7.169	       3.390	1	3773
       1.748	       4.908	       2.300	1	3775
       2.411	       7.905	       3.390	1	3776
       0.188	       8.371	       4.670	1	3777
      -0.224	       5.374	       3.390	1	3778
       1.748	       4.908	       2.300	1	3779
       0.565	       6.092	       3.390	1	3781
       1.389	       5.841	       3.390	1	3782
       0.654	       7.492	       3.390	1	3784
       1.605	       7.169	       3.390	1	3785
       1.658	       4.854	       2.300	1	3787
       2.322	       7.851	       3.390	1	3788
       0.099	       8.317	       4.670	1	3789
      -0.314	       5.321	       3.390	1	3790
       1.658	       4.854	       2.300	1	3791
       0.475	       6.038	       3.390	1	3793
       1.300	       5.787	       3.390	1	3794
       0.565	       7.438	       3.390	1	3796
       1.515	       7.115	       3.390	1	3797
       1.640	       4.675	       2.300	1	3799
       2.304	       7.671	       3.390	1	3800
       0.081	       8.138	       4.670	1	3801
      -0.332	       5.141	       3.390	1	3802
       1.640	       4.675	       2.300	1	3803
       0.457	       5.859	       3.390	1	3805
       1.282	       5.608	       3.390	1	3806
       0.547	       7.259	       3.390	1	3808
       1.497	       6.936	       3.390	1	3809
       2.465	       6.702	       2.300	1	3811
       3.128	       9.699	       3.390	1	3812
       0.905	      10.166	       4.670	1	3813
       0.493	       7.169	       3.390	1	3814
       2.465	       6.702	       2.300	1	3815
       1.372	       9.286	       3.390	1	3817
       2.322	       8.963	       3.390	1	3818
       1.282	       7.887	       3.390	1	3820
       2.107	       7.635	       3.390	1	3821
       2.931	       7.833	       2.300	1	3823
       3.595	      10.830	       3.390	1	3824
       1.372	      11.296	       4.670	1	3825
       0.959	       8.299	       3.390	1	3826
       2.931	       7.833	       2.300	1	3827
       1.748	       9.017	       3.390	1	3829
       2.573	       8.766	       3.390	1	3830
       1.838	      10.417	       3.390	1	3832
       2.788	      10.094	       3.390	1	3833
       3.128	       7.779	       2.300	1	3835
       3.792	      10.776	       3.390	1	3836
       1.569	      11.242	       4.670	1	3837
       1.156	       8.246	       3.390	1	3838
       3.128	       7.779	       2.300	1	3839
       1.945	       8.963	       3.390	1	3841
       2.770	       8.712	       3.390	1	3842
       2.035	      10.363	       3.390	1	3844
       2.985	      10.040	       3.390	1	3845
       3.272	       7.546	       2.300	1	3847
       3.935	      10.542	       3.390	1	3848
       1.712	      11.009	       4.670	1	3849
       1.300	       8.012	       3.390	1	3850
       3.272	       7.546	       2.300	1	3851
       2.089	       8.730	       3.390	1	3853
       2.913	       8.479	       3.390	1	3854
       2.178	      10.130	       3.390	1	3856
       3.128	       9.807	       3.390	1	3857
       3.379	       5.859	       2.300	1	3859
       4.043	       8.856	       3.390	1	3860
       1.820	       9.322	       4.670	1	3861
       1.407	       6.325	       3.390	1	3862
       3.379	       5.859	       2.300	1	3863
       2.196	       7.043	       3.390	1	3865
       3.021	       6.792	       3.390	1	3866
       2.286	       8.443	       3.390	1	3868
       3.236	       8.120	       3.390	1	3869
       3.846	       6.989	       2.300	1	3871
       4.509	       9.986	       3.390	1	3872
       2.286	      10.453	       4.670	1	3873
       1.874	       7.456	       3.390	1	3874
       3.846	       6.989	       2.300	1	3875
       2.662	       8.174	       3.390	1	3877
       3.487	       7.923	       3.390	1	3878
       2.752	       9.573	       3.390	1	3880
       3.702	       9.250	       3.390	1	3881
       3.379	       5.859	       2.300	1	3883
       4.043	       8.856	       3.390	1	3884
       1.820	       9.322	       4.670	1	3885
       1.407	       6.325	       3.390	1	3886
       3.379	       5.859	       2.300	1	3887
       3.379	       5.859	       2.300	1	3889
       4.043	       8.856	       3.390	1	3890
       1.820	       9.322	       4.670	1	3891
       1.407	       6.325	       3.390	1	3892
       3.379	       5.859	       2.300	1	3893
       3.666	       5.105	       2.300	1	3895
       4.330	       8.102	       3.390	1	3896
       2.107	       8.569	       4.670	1	3897
       1.694	       5.572	       3.390	1	3898
       3.666	       5.105	       2.300	1	3899
       2.483	       6.290	       3.390	1	3901
       3.308	       6.038	       3.390	1	3902
       2.573	       7.689	       3.390	1	3904
       3.523	       7.366	       3.390	1	3905
       3.613	       4.836	       2.300	1	3907
       4.276	       7.833	       3.390	1	3908
       2.053	       8.299	       4.670	1	3909
       1.640	       5.303	       3.390	1	3910
       3.613	       4.836	       2.300	1	3911
       2.429	       6.020	       3.390	1	3913
       3.254	       5.769	       3.390	1	3914
       2.519	       7.420	       3.390	1	3916
       3.469	       7.097	       3.390	1	3917
       3.290	       4.531	       2.300	1	3919
       3.953	       7.528	       3.390	1	3920
       1.730	       7.994	       4.670	1	3921
       1.318	       4.998	       3.390	1	3922
       3.290	       4.531	       2.300	1	3923
       2.107	       5.715	       3.390	1	3925
       2.931	       5.464	       3.390	1	3926
       2.196	       7.115	       3.390	1	3928
       3.146	       6.792	       3.390	1	3929
       3.057	       4.423	       2.300	1	3931
       3.720	       7.420	       3.390	1	3932
       1.497	       7.887	       4.670	1	3933
       1.085	       4.890	       3.390	1	3934
       3.057	       4.423	       2.300	1	3935
       1.874	       5.608	       3.390	1	3937
       2.698	       5.356	       3.390	1	3938
       1.963	       7.007	       3.390	1	3940
       2.913	       6.684	       3.390	1	3941
       2.752	       4.405	       2.300	1	3943
       3.415	       7.402	       3.390	1	3944
       1.192	       7.869	       4.670	1	3945
       0.780	       4.872	       3.390	1	3946
       2.752	       4.405	       2.300	1	3947
       1.569	       5.590	       3.390	1	3949
       2.393	       5.339	       3.390	1	3950
       1.658	       6.989	       3.390	1	3952
       2.609	       6.666	       3.390	1	3953
       2.573	       4.405	       2.300	1	3955
       3.236	       7.402	       3.390	1	3956
       1.013	       7.869	       4.670	1	3957
       0.601	       4.872	       3.390	1	3958
       2.573	       4.405	       2.300	1	3959
       1.389	       5.590	       3.390	1	3961
       2.214	       5.339	       3.390	1	3962
       1.479	       6.989	       3.390	1	3964
       2.429	       6.666	       3.390	1	3965
       2.340	       4.405	       2.300	1	3967
       3.003	       7.402	       3.390	1	3968
       0.780	       7.869	       4.670	1	3969
       0.368	       4.872	       3.390	1	3970
       2.340	       4.405	       2.300	1	3971
       1.156	       5.590	       3.390	1	3973
       1.981	       5.339	       3.390	1	3974
       1.246	       6.989	       3.390	1	3976
       2.196	       6.666	       3.390	1	3977
       2.107	       4.441	       2.300	1	3979
       2.770	       7.438	       3.390	1	3980
       0.547	       7.905	       4.670	1	3981
       0.134	       4.908	       3.390	1	3982
       2.107	       4.441	       2.300	1	3983
       0.923	       5.626	       3.390	1	3985
       1.748	       5.374	       3.390	1	3986
       1.013	       7.025	       3.390	1	3988
       1.963	       6.702	       3.390	1	3989
       2.107	       4.782	       2.300	1	3991
       2.770	       7.779	       3.390	1	3992
       0.547	       8.246	       4.670	1	3993
       0.134	       5.249	       3.390	1	3994
       2.107	       4.782	       2.300	1	3995
       0.923	       5.967	       3.390	1	3997
       1.748	       5.715	       3.390	1	3998
       1.013	       7.366	       3.390	1	4000
       1.963	       7.043	       3.390	1	4001
       2.035	       4.836	       2.300	1	4003
       2.698	       7.833	       3.390	1	4004
       0.475	       8.299	       4.670	1	4005
       0.063	       5.303	       3.390	1	4006
       2.035	       4.836	       2.300	1	4007
       0.852	       6.020	       3.390	1	4009
       1.676	       5.769	       3.390	1	4010
       0.941	       7.420	       3.390	1	4012
       1.891	       7.097	       3.390	1	4013
       1.730	       4.836	       2.300	1	4015
       2.393	       7.833	       3.390	1	4016
       0.170	       8.299	       4.670	1	4017
      -0.242	       5.303	       3.390	1	4018
       1.730	       4.836	       2.300	1	4019
       0.547	       6.020	       3.390	1	4021
       1.372	       5.769	       3.390	1	4022
       0.636	       7.420	       3.390	1	4024
       1.587	       7.097	       3.390	1	4025
       1.640	       4.782	       2.300	1	4027
       2.304	       7.779	       3.390	1	4028
       0.081	       8.246	       4.670	1	4029
      -0.332	       5.249	       3.390	1	4030
       1.640	       4.782	       2.300	1	4031
       0.457	       5.967	       3.390	1	4033
       1.282	       5.715	       3.390	1	4034
       0.547	       7.366	       3.390	1	4036
       1.497	       7.043	       3.390	1	4037
       1.623	       4.603	       2.300	1	4039
       2.286	       7.600	       3.390	1	4040
       0.063	       8.066	       4.670	1	4041
      -0.350	       5.069	       3.390	1	4042
       1.623	       4.603	       2.300	1	4043
       0.439	       5.787	       3.390	1	4045
       1.264	       5.536	       3.390	1	4046
       0.529	       7.187	       3.390	1	4048
       1.479	       6.864	       3.390	1	4049
       2.465	       6.648	       2.300	1	4051
       3.128	       9.645	       3.390	1	4052
       0.905	      10.112	       4.670	1	4053
       0.493	       7.115	       3.390	1	4054
       2.465	       6.648	       2.300	1	4055
       1.372	       9.232	       3.390	1	4057
       2.322	       8.909	       3.390	1	4058
       1.282	       7.833	       3.390	1	4060
       2.107	       7.582	       3.390	1	4061
       2.931	       7.779	       2.300	1	4063
       3.595	      10.776	       3.390	1	4064
       1.372	      11.242	       4.670	1	4065
       0.959	       8.246	       3.390	1	4066
       2.931	       7.779	       2.300	1	4067
       1.748	       8.963	       3.390	1	4069
       2.573	       8.712	       3.390	1	4070
       1.838	      10.363	       3.390	1	4072
       2.788	      10.040	       3.390	1	4073
       3.128	       7.725	       2.300	1	4075
       3.792	      10.722	       3.390	1	4076
       1.569	      11.188	       4.670	1	4077
       1.156	       8.192	       3.390	1	4078
       3.128	       7.725	       2.300	1	4079
       1.945	       8.909	       3.390	1	4081
       2.770	       8.658	       3.390	1	4082
       2.035	      10.309	       3.390	1	4084
       2.985	       9.986	       3.390	1	4085
       3.272	       7.492	       2.300	1	4087
       3.935	      10.489	       3.390	1	4088
       1.712	      10.955	       4.670	1	4089
       1.300	       7.958	       3.390	1	4090
       3.272	       7.492	       2.300	1	4091
       2.089	       8.676	       3.390	1	4093
       2.913	       8.425	       3.390	1	4094
       2.178	      10.076	       3.390	1	4096
       3.128	       9.753	       3.390	1	4097
       3.379	       5.805	       2.300	1	4099
       4.043	       8.802	       3.390	1	4100
       1.820	       9.268	       4.670	1	4101
       1.407	       6.272	       3.390	1	4102
       3.379	       5.805	       2.300	1	4103
       2.196	       6.989	       3.390	1	4105
       3.021	       6.738	       3.390	1	4106
       2.286	       8.389	       3.390	1	4108
       3.236	       8.066	       3.390	1	4109
       3.846	       6.936	       2.300	1	4111
       4.509	       9.932	       3.390	1	4112
       2.286	      10.399	       4.670	1	4113
       1.874	       7.402	       3.390	1	4114
       3.846	       6.936	       2.300	1	4115
       2.662	       8.120	       3.390	1	4117
       3.487	       7.869	       3.390	1	4118
       2.752	       9.520	       3.390	1	4120
       3.702	       9.197	       3.390	1	4121
       3.379	       5.805	       2.300	1	4123
       4.043	       8.802	       3.390	1	4124
       1.820	       9.268	       4.670	1	4125
       1.407	       6.272	       3.390	1	4126
       3.379	       5.805	       2.300	1	4127
       3.379	       5.805	       2.300	1	4129
       4.043	       8.802	       3.390	1	4130
       1.820	       9.268	       4.670	1	4131
       1.407	       6.272	       3.390	1	4132
       3.379	       5.805	       2.300	1	4133
       3.666	       5.051	       2.300	1	4135
       4.330	       8.048	       3.390	1	4136
       2.107	       8.515	       4.670	1	4137
       1.694	       5.518	       3.390	1	4138
       3.666	       5.051	       2.300	1	4139
       2.483	       6.236	       3.390	1	4141
       3.308	       5.985	       3.390	1	4142
       2.573	       7.635	       3.390	1	4144
       3.523	       7.312	       3.390	1	4145
       3.613	       4.782	       2.300	1	4147
       4.276	       7.779	       3.390	1	4148
       2.053	       8.246	       4.670	1	4149
       1.640	       5.249	       3.390	1	4150
       3.613	       4.782	       2.300	1	4151
       2.429	       5.967	       3.390	1	4153
       3.254	       5.715	       3.390	1	4154
       2.519	       7.366	       3.390	1	4156
       3.469	       7.043	       3.390	1	4157
       3.290	       4.477	       2.300	1	4159
       3.953	       7.474	       3.390	1	4160
       1.730	       7.940	       4.670	1	4161
       1.318	       4.944	       3.390	1	4162
       3.290	       4.477	       2.300	1	4163
       2.107	       5.662	       3.390	1	4165
       2.931	       5.410	       3.390	1	4166
       2.196	       7.061	       3.390	1	4168
       3.146	       6.738	       3.390	1	4169
       3.057	       4.370	       2.300	1	4171
       3.720	       7.366	       3.390	1	4172
       1.497	       7.833	       4.670	1	4173
       1.085	       4.836	       3.390	1	4174
       3.057	       4.370	       2.300	1	4175
       1.874	       5.554	       3.390	1	4177
       2.698	       5.303	       3.390	1	4178
       1.963	       6.954	       3.390	1	4180
       2.913	       6.631	       3.390	1	4181
       2.752	       4.352	       2.300	1	4183
       3.415	       7.348	       3.390	1	4184
       1.192	       7.815	       4.670	1	4185
       0.780	       4.818	       3.390	1	4186
       2.752	       4.352	       2.300	1	4187
       1.569	       5.536	       3.390	1	4189
       2.393	       5.285	       3.390	1	4190
       1.658	       6.936	       3.390	1	4192
       2.609	       6.613	       3.390	1	4193
       2.573	       4.352	       2.300	1	4195
       3.236	       7.348	       3.390	1	4196
       1.013	       7.815	       4.670	1	4197
       0.601	       4.818	       3.390	1	4198
       2.573	       4.352	       2.300	1	4199
       1.389	       5.536	       3.390	1	4201
       2.214	       5.285	       3.390	1	4202
       1.479	       6.936	       3.390	1	4204
       2.429	       6.613	       3.390	1	4205
       2.340	       4.352	       2.300	1	4207
       3.003	       7.348	       3.390	1	4208
       0.780	       7.815	       4.670	1	4209
       0.368	       4.818	       3.390	1	4210
       2.340	       4.352	       2.300	1	4211
       1.156	       5.536	       3.390	1	4213
       1.981	       5.285	       3.390	1	4214
       1.246	       6.936	       3.390	1	4216
       2.196	       6.613	       3.390	1	4217
       2.107	       4.387	       2.300	1	4219
       2.770	       7.384	       3.390	1	4220
       0.547	       7.851	       4.670	1	4221
       0.134	       4.854	       3.390	1	4222
       2.107	       4.387	       2.300	1	4223
       0.923	       5.572	       3.390	1	4225
       1.748	       5.321	       3.390	1	4226
       1.013	       6.971	       3.390	1	4228
       1.963	       6.648	       3.390	1	4229
       2.107	       4.728	       2.300	1	4231
       2.770	       7.725	       3.390	1	4232
       0.547	       8.192	       4.670	1	4233
       0.134	       5.195	       3.390	1	4234
       2.107	       4.728	       2.300	1	4235
       0.923	       5.913	       3.390	1	4237
       1.748	       5.662	       3.390	1	4238
       1.013	       7.312	       3.390	1	4240
       1.963	       6.989	       3.390	1	4241
       2.035	       4.782	       2.300	1	4243
       2.698	       7.779	       3.390	1	4244
       0.475	       8.246	       4.670	1	4245
       0.063	       5.249	       3.390	1	4246
       2.035	       4.782	       2.300	1	4247
       0.852	       5.967	       3.390	1	4249
       1.676	       5.715	       3.390	1	4250
       0.941	       7.366	       3.390	1	4252
       1.891	       7.043	       3.390	1	4253
       1.730	       4.782	       2.300	1	4255
       2.393	       7.779	       3.390	1	4256
       0.170	       8.246	       4.670	1	4257
      -0.242	       5.249	       3.390	1	4258
       1.730	       4.782	       2.300	1	4259
       0.547	       5.967	       3.390	1	4261
       1.372	       5.715	       3.390	1	4262
       0.636	       7.366	       3.390	1	4264
       1.587	       7.043	       3.390	1	4265
       1.640	       4.728	       2.300	1	4267
       2.304	       7.725	       3.390	1	4268
       0.081	       8.192	       4.670	1	4269
      -0.332	       5.195	       3.390	1	4270
       1.640	       4.728	       2.300	1	4271
       0.457	       5.913	       3.390	1	4273
       1.282	       5.662	       3.390	1	4274
       0.547	       7.312	       3.390	1	4276
       1.497	       6.989	       3.390	1	4277
       1.623	       4.549	       2.300	1	4279
       2.286	       7.546	       3.390	1	4280
       0.063	       8.012	       4.670	1	4281
      -0.350	       5.016	       3.390	1	4282
       1.623	       4.549	       2.300	1	4283
       0.439	       5.733	       3.390	1	4285
       1.264	       5.482	       3.390	1	4286
       0.529	       7.133	       3.390	1	4288
       1.479	       6.810	       3.390	1	4289
       2.465	       6.577	       2.300	1	4291
       3.128	       9.573	       3.390	1	4292
       0.905	      10.040	       4.670	1	4293
       0.493	       7.043	       3.390	1	4294
       2.465	       6.577	       2.300	1	4295
       1.372	       9.161	       3.390	1	4297
       2.322	       8.838	       3.390	1	4298
       1.282	       7.761	       3.390	1	4300
       2.107	       7.510	       3.390	1	4301
       2.931	       7.707	       2.300	1	4303
       3.595	      10.704	       3.390	1	4304
       1.372	      11.171	       4.670	1	4305
       0.959	       8.174	       3.390	1	4306
       2.931	       7.707	       2.300	1	4307
       1.748	       8.892	       3.390	1	4309
       2.573	       8.640	       3.390	1	4310
       1.838	      10.291	       3.390	1	4312
       2.788	       9.968	       3.390	1	4313
       3.128	       7.653	       2.300	1	4315
       3.792	      10.650	       3.390	1	4316
       1.569	      11.117	       4.670	1	4317
       1.156	       8.120	       3.390	1	4318
       3.128	       7.653	       2.300	1	4319
       1.945	       8.838	       3.390	1	4321
       2.770	       8.586	       3.390	1	4322
       2.035	      10.237	       3.390	1	4324
       2.985	       9.914	       3.390	1	4325
       3.272	       7.420	       2.300	1	4327
       3.935	      10.417	       3.390	1	4328
       1.712	      10.883	       4.670	1	4329
       1.300	       7.887	       3.390	1	4330
       3.272	       7.420	       2.300	1	4331
       2.089	       8.604	       3.390	1	4333
       2.913	       8.353	       3.390	1	4334
       2.178	      10.004	       3.390	1	4336
